C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m3
 1.4868951E+002, 1.4301576E+002, 1.3862264E+002, 1.3301225E+002, 1.3073313E+002, 1.2813675E+002, 1.2254841E+002, 1.1972527E+002, 1.1719290E+002, 1.1310974E+002, 1.1097565E+002, 1.0622204E+002, 1.0274441E+002, 9.7513382E+001, 7.9411522E+001, 9.2783720E+001, 0.0000000E+000
 1.5256449E+002, 1.4851261E+002, 1.4499703E+002, 1.4020301E+002, 1.3820059E+002, 1.3613151E+002, 1.3200220E+002, 1.2997068E+002, 1.2821640E+002, 1.2542422E+002, 1.2444882E+002, 1.2288446E+002, 1.2134439E+002, 1.1930292E+002, 1.1230700E+002, 9.6663329E+001, 0.0000000E+000
 1.5503597E+002, 1.5136856E+002, 1.4808658E+002, 1.4368303E+002, 1.4192190E+002, 1.4021536E+002, 1.3657080E+002, 1.3493630E+002, 1.3364528E+002, 1.3193468E+002, 1.3139723E+002, 1.3059454E+002, 1.2999859E+002, 1.2992997E+002, 1.3167357E+002,NaN,NaN
 1.5747042E+002, 1.5404259E+002, 1.5102872E+002, 1.4688715E+002, 1.4526525E+002, 1.4384127E+002, 1.4115722E+002, 1.4000256E+002, 1.3881572E+002, 1.3814424E+002, 1.3795169E+002, 1.3749845E+002, 1.3765272E+002, 1.3901514E+002, 1.4589999E+002,NaN,NaN
 1.6169269E+002, 1.5915031E+002, 1.5662423E+002, 1.5342069E+002, 1.5206506E+002, 1.5072127E+002, 1.4905716E+002, 1.4859023E+002, 1.4800234E+002, 1.4756947E+002, 1.4764524E+002, 1.4757991E+002, 1.4774004E+002, 1.4988033E+002, 1.5583362E+002,NaN,NaN
 1.6357721E+002, 1.6152761E+002, 1.5926427E+002, 1.5618906E+002, 1.5515283E+002, 1.5420633E+002, 1.5278200E+002, 1.5225016E+002, 1.5174010E+002, 1.5121647E+002, 1.5130244E+002, 1.5145937E+002, 1.5126849E+002, 1.5408660E+002, 1.5784276E+002,NaN,NaN
 1.6540739E+002, 1.6362906E+002, 1.6150940E+002, 1.5861304E+002, 1.5776103E+002, 1.5709274E+002, 1.5590265E+002, 1.5547427E+002, 1.5486110E+002, 1.5465491E+002, 1.5497966E+002, 1.5531819E+002, 1.5495592E+002, 1.5798028E+002, 1.6144578E+002,NaN,NaN
 1.6826635E+002, 1.6650474E+002, 1.6483558E+002, 1.6255630E+002, 1.6206011E+002, 1.6164108E+002, 1.6079385E+002, 1.6092414E+002, 1.6054927E+002, 1.6022511E+002, 1.6103718E+002, 1.6267596E+002, 1.6241581E+002, 1.6650473E+002, 1.7248311E+002,NaN,NaN
 1.6939274E+002, 1.6793191E+002, 1.6650934E+002, 1.6445250E+002, 1.6402860E+002, 1.6363896E+002, 1.6302422E+002, 1.6318976E+002, 1.6307758E+002, 1.6302670E+002, 1.6392989E+002, 1.6641395E+002, 1.6653896E+002, 1.7215942E+002, 1.8028602E+002,NaN,NaN
 1.7076822E+002, 1.6945705E+002, 1.6816627E+002, 1.6624624E+002, 1.6572636E+002, 1.6529924E+002, 1.6491932E+002, 1.6502442E+002, 1.6487386E+002, 1.6546652E+002, 1.6655879E+002, 1.7004121E+002, 1.7109401E+002, 1.7824530E+002, 1.8751538E+002,NaN,NaN
 1.7380711E+002, 1.7249972E+002, 1.7119658E+002, 1.6900843E+002, 1.6837026E+002, 1.6776493E+002, 1.6750250E+002, 1.6749702E+002, 1.6766381E+002, 1.6911817E+002, 1.7048940E+002, 1.7671985E+002, 1.8114070E+002, 1.8959665E+002, 1.9624246E+002,NaN,NaN
 1.7549757E+002, 1.7404141E+002, 1.7273311E+002, 1.7034179E+002, 1.6959905E+002, 1.6906357E+002, 1.6872662E+002, 1.6882258E+002, 1.6919551E+002, 1.7085022E+002, 1.7257356E+002, 1.8008592E+002, 1.8575726E+002, 1.9332554E+002, 1.9961951E+002,NaN,NaN
 1.7697951E+002, 1.7544548E+002, 1.7398376E+002, 1.7177555E+002, 1.7102512E+002, 1.7058061E+002, 1.7005431E+002, 1.7032005E+002, 1.7090735E+002, 1.7293862E+002, 1.7500450E+002, 1.8291494E+002, 1.8881698E+002, 1.9549049E+002, 2.0118984E+002,NaN,NaN
 1.7982515E+002, 1.7832766E+002, 1.7700140E+002, 1.7501517E+002, 1.7451633E+002, 1.7395091E+002, 1.7370018E+002, 1.7433491E+002, 1.7530296E+002, 1.7792156E+002, 1.8035298E+002, 1.8769480E+002, 1.9252376E+002, 1.9804364E+002, 2.0308551E+002,NaN,NaN
 1.8190459E+002, 1.8029979E+002, 1.7901451E+002, 1.7712186E+002, 1.7658422E+002, 1.7601276E+002, 1.7584644E+002, 1.7648891E+002, 1.7742448E+002, 1.8002056E+002, 1.8244004E+002, 1.8958365E+002, 1.9384044E+002, 1.9894837E+002, 2.0394091E+002,NaN,NaN
 1.8472157E+002, 1.8314984E+002, 1.8182629E+002, 1.7985827E+002, 1.7944037E+002, 1.7889542E+002, 1.7857817E+002, 1.7912441E+002, 1.7993885E+002, 1.8233599E+002, 1.8448028E+002, 1.9118534E+002, 1.9529510E+002, 2.0022460E+002, 2.0474534E+002,NaN,NaN
 1.9386818E+002, 1.9231511E+002, 1.9092282E+002, 1.8858539E+002, 1.8779966E+002, 1.8725886E+002, 1.8666435E+002, 1.8671575E+002, 1.8698196E+002, 1.8876373E+002, 1.9021375E+002, 1.9493240E+002, 1.9870819E+002, 2.0322493E+002, 2.0592377E+002,NaN,NaN
 2.0058482E+002, 1.9898563E+002, 1.9720215E+002, 1.9447072E+002, 1.9366457E+002, 1.9294508E+002, 1.9210305E+002, 1.9199836E+002, 1.9205455E+002, 1.9323290E+002, 1.9423533E+002, 1.9789212E+002, 2.0115277E+002, 2.0485377E+002, 2.0628494E+002,NaN,NaN
 2.0824780E+002, 2.0686204E+002, 2.0525350E+002, 2.0202107E+002, 2.0087116E+002, 1.9994271E+002, 1.9866195E+002, 1.9844070E+002, 1.9836494E+002, 1.9874393E+002, 1.9913493E+002, 2.0149846E+002, 2.0392141E+002, 2.0660576E+002, 2.0644971E+002,NaN,NaN
 2.2729259E+002, 2.2582238E+002, 2.2446324E+002, 2.2187019E+002, 2.2047671E+002, 2.1910731E+002, 2.1649664E+002, 2.1529514E+002, 2.1426805E+002, 2.1261217E+002, 2.1186277E+002, 2.1066627E+002, 2.1033950E+002, 2.1006038E+002, 2.0587439E+002,NaN,NaN
 2.3608235E+002, 2.3438957E+002, 2.3272549E+002, 2.2939231E+002, 2.2768919E+002, 2.2601927E+002, 2.2283182E+002, 2.2129149E+002, 2.1978814E+002, 2.1692475E+002, 2.1554650E+002, 2.1284916E+002, 2.1148248E+002, 2.1007354E+002, 2.0499841E+002,NaN,NaN
