C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m3
 1.5620089E+002, 1.5159643E+002, 1.4806727E+002, 1.4408214E+002, 1.4234021E+002, 1.4083841E+002, 1.3811599E+002, 1.3586051E+002, 1.3359176E+002, 1.2954954E+002, 1.2773630E+002, 1.2548977E+002, 1.2574353E+002, 1.2645797E+002, 1.2642194E+002,NaN,NaN
 1.5827436E+002, 1.5427594E+002, 1.5084521E+002, 1.4720643E+002, 1.4572484E+002, 1.4462886E+002, 1.4294273E+002, 1.4140587E+002, 1.3945887E+002, 1.3549136E+002, 1.3390771E+002, 1.3240819E+002, 1.3325976E+002, 1.3558360E+002, 1.4322148E+002,NaN,NaN
 1.6228633E+002, 1.5893623E+002, 1.5575184E+002, 1.5268672E+002, 1.5182633E+002, 1.5111942E+002, 1.4997352E+002, 1.4948223E+002, 1.4886410E+002, 1.4695792E+002, 1.4593978E+002, 1.4468544E+002, 1.4451519E+002, 1.4768829E+002, 1.5558749E+002,NaN,NaN
 1.6412339E+002, 1.6092829E+002, 1.5820916E+002, 1.5504950E+002, 1.5410444E+002, 1.5352807E+002, 1.5279728E+002, 1.5256447E+002, 1.5226409E+002, 1.5147841E+002, 1.5101013E+002, 1.5036420E+002, 1.4925022E+002, 1.5231487E+002, 1.5721214E+002,NaN,NaN
 1.6554832E+002, 1.6267105E+002, 1.6058782E+002, 1.5777884E+002, 1.5678628E+002, 1.5611713E+002, 1.5556068E+002, 1.5557816E+002, 1.5520390E+002, 1.5479672E+002, 1.5492949E+002, 1.5514509E+002, 1.5406258E+002, 1.5699202E+002, 1.6046261E+002,NaN,NaN
 1.6816592E+002, 1.6591099E+002, 1.6450085E+002, 1.6214203E+002, 1.6134601E+002, 1.6064843E+002, 1.5994252E+002, 1.6010340E+002, 1.5995461E+002, 1.6002028E+002, 1.6086745E+002, 1.6265899E+002, 1.6254347E+002, 1.6633967E+002, 1.7203764E+002,NaN,NaN
 1.6931991E+002, 1.6730919E+002, 1.6594271E+002, 1.6377738E+002, 1.6317091E+002, 1.6270552E+002, 1.6216773E+002, 1.6235335E+002, 1.6228921E+002, 1.6284076E+002, 1.6382330E+002, 1.6636457E+002, 1.6675850E+002, 1.7178859E+002, 1.7978590E+002,NaN,NaN
 1.7045184E+002, 1.6865138E+002, 1.6737963E+002, 1.6537363E+002, 1.6483057E+002, 1.6456174E+002, 1.6436081E+002, 1.6458738E+002, 1.6461257E+002, 1.6536459E+002, 1.6638795E+002, 1.6958920E+002, 1.7085778E+002, 1.7720151E+002, 1.8691176E+002,NaN,NaN
 1.7342183E+002, 1.7157536E+002, 1.7023193E+002, 1.6818237E+002, 1.6771461E+002, 1.6748649E+002, 1.6757344E+002, 1.6774328E+002, 1.6798123E+002, 1.6917279E+002, 1.7042823E+002, 1.7559376E+002, 1.7977160E+002, 1.8772303E+002, 1.9590838E+002,NaN,NaN
 1.7479867E+002, 1.7302130E+002, 1.7156793E+002, 1.6945693E+002, 1.6890468E+002, 1.6865194E+002, 1.6875271E+002, 1.6898325E+002, 1.6927667E+002, 1.7064984E+002, 1.7214199E+002, 1.7829367E+002, 1.8413586E+002, 1.9182288E+002, 1.9967769E+002,NaN,NaN
 1.7612965E+002, 1.7443363E+002, 1.7294735E+002, 1.7082720E+002, 1.7007772E+002, 1.6975023E+002, 1.6984380E+002, 1.7014969E+002, 1.7052349E+002, 1.7224582E+002, 1.7404247E+002, 1.8111977E+002, 1.8753403E+002, 1.9461609E+002, 2.0155761E+002,NaN,NaN
 1.7908559E+002, 1.7750999E+002, 1.7603611E+002, 1.7408333E+002, 1.7320905E+002, 1.7275499E+002, 1.7262755E+002, 1.7283383E+002, 1.7336003E+002, 1.7565364E+002, 1.7766611E+002, 1.8604018E+002, 1.9230485E+002, 1.9812546E+002, 2.0353953E+002,NaN,NaN
 1.8096938E+002, 1.7949480E+002, 1.7816357E+002, 1.7631018E+002, 1.7548845E+002, 1.7493468E+002, 1.7477174E+002, 1.7484926E+002, 1.7535279E+002, 1.7785029E+002, 1.7996256E+002, 1.8821145E+002, 1.9370159E+002, 1.9909487E+002, 2.0440812E+002,NaN,NaN
 1.8368172E+002, 1.8236622E+002, 1.8117094E+002, 1.7926929E+002, 1.7845668E+002, 1.7780690E+002, 1.7755527E+002, 1.7755537E+002, 1.7788403E+002, 1.8044506E+002, 1.8241481E+002, 1.9009422E+002, 1.9505358E+002, 2.0018677E+002, 2.0525349E+002,NaN,NaN
 1.9224380E+002, 1.9107683E+002, 1.9007179E+002, 1.8789958E+002, 1.8704753E+002, 1.8638880E+002, 1.8567605E+002, 1.8567119E+002, 1.8583671E+002, 1.8754537E+002, 1.8894427E+002, 1.9376423E+002, 1.9770595E+002, 2.0265820E+002, 2.0665437E+002,NaN,NaN
 1.9891409E+002, 1.9747593E+002, 1.9616888E+002, 1.9380751E+002, 1.9297744E+002, 1.9230299E+002, 1.9119158E+002, 1.9097694E+002, 1.9116577E+002, 1.9232659E+002, 1.9312792E+002, 1.9647404E+002, 1.9994040E+002, 2.0445673E+002, 2.0714277E+002,NaN,NaN
 2.0712216E+002, 2.0546391E+002, 2.0395760E+002, 2.0152470E+002, 2.0059399E+002, 1.9982762E+002, 1.9843953E+002, 1.9802559E+002, 1.9790296E+002, 1.9835881E+002, 1.9872293E+002, 2.0092398E+002, 2.0342338E+002, 2.0673679E+002, 2.0739971E+002,NaN,NaN
 2.2903026E+002, 2.2717229E+002, 2.2525050E+002, 2.2209390E+002, 2.2071402E+002, 2.1935676E+002, 2.1690786E+002, 2.1583165E+002, 2.1488291E+002, 2.1315983E+002, 2.1239157E+002, 2.1134441E+002, 2.1115955E+002, 2.1111563E+002, 2.0705992E+002,NaN,NaN
 2.3777024E+002, 2.3581401E+002, 2.3387043E+002, 2.3010195E+002, 2.2831755E+002, 2.2660314E+002, 2.2334186E+002, 2.2182864E+002, 2.2040277E+002, 2.1764142E+002, 2.1630043E+002, 2.1370054E+002, 2.1243182E+002, 2.1113777E+002, 2.0636781E+002,NaN,NaN
