m,C,C,m/s,m/s,kW/m3,m,mol/mol,mol/mol,mol/mol,C,C,C,C,C,C
 2.0844828E+000, 2.1329140E+002, 2.0106167E+002, 6.3262036E-001, 1.0154044E+000, 6.4269407E-001, 6.6537762E-001, 1.5413511E-004, 8.9864453E-004, 1.8284580E-001, 2.0149581E+002, 1.9977278E+002, 1.8655801E+002, 1.8081794E+002, 1.3051137E+002, 1.5203798E+002
 2.1862069E+000, 2.1638339E+002, 2.0708265E+002, 6.3262036E-001, 9.7967837E-001, 4.2566345E-001, 6.5737281E-001, 1.5778682E-004, 9.1993484E-004, 1.8226035E-001, 2.0149581E+002, 1.9977278E+002, 1.8655801E+002, 1.8081794E+002, 1.3051137E+002, 1.5203798E+002
 2.2879310E+000, 2.1638339E+002, 2.0708265E+002, 6.3720764E-001, 9.7967837E-001, 4.2566345E-001, 6.5737281E-001, 1.5778682E-004, 9.1993484E-004, 1.8226035E-001, 2.1324592E+002, 2.0656156E+002, 1.9754582E+002, 1.8543602E+002, 1.3051137E+002, 1.5203798E+002
 2.3896552E+000, 2.2185668E+002, 2.1490134E+002, 6.3720764E-001, 9.8018994E-001, 2.9950450E-001, 6.5118315E-001, 1.6178123E-004, 9.4322322E-004, 1.8161993E-001, 2.1952210E+002, 2.0680817E+002, 2.0670644E+002, 1.9098622E+002, 1.6379691E+002, 1.8002646E+002
 2.4913793E+000, 2.2185668E+002, 2.1490134E+002, 6.3985293E-001, 9.8018994E-001, 2.9950450E-001, 6.5118315E-001, 1.6178123E-004, 9.4322322E-004, 1.8161993E-001, 2.1952210E+002, 2.0680817E+002, 2.0670644E+002, 1.9098622E+002, 1.6379691E+002, 1.8002646E+002
 2.5931034E+000, 2.2928549E+002, 2.2524065E+002, 5.5063497E-001, 1.1331554E+000, 2.2498635E-001, 6.4254037E-001, 1.6743849E-004, 9.7620641E-004, 1.8071290E-001, 2.2617656E+002, 2.1043064E+002, 2.1665965E+002, 1.9587591E+002, 1.8520006E+002, 1.8818000E+002
 2.6948276E+000, 2.4036005E+002, 2.3963384E+002, 5.5063497E-001, 1.5023365E+000, 1.8417683E-001, 6.2633699E-001, 1.7668871E-004, 1.0301374E-003, 1.7922979E-001, 2.2617656E+002, 2.1043064E+002, 2.1665965E+002, 1.9587591E+002, 1.8520006E+002, 1.8818000E+002
 2.7965517E+000, 2.4036005E+002, 2.3963384E+002, 3.9243718E-001, 1.5023365E+000, 1.8417683E-001, 6.2633699E-001, 1.7668871E-004, 1.0301374E-003, 1.7922979E-001, 2.3152146E+002, 2.1238759E+002, 2.2895212E+002, 2.1083666E+002, 1.8520006E+002, 1.8818000E+002
 2.8982759E+000, 2.5392266E+002, 2.5645043E+002, 3.9243718E-001, 2.2728979E+000, 1.8204191E-001, 6.0182870E-001, 1.9001883E-004, 1.1078551E-003, 1.7709254E-001, 2.3531913E+002, 2.1364097E+002, 2.4324861E+002, 2.2154206E+002, 1.8862494E+002, 1.5695722E+002
 2.9983333E+000, 2.5392266E+002, 2.5645043E+002, 0.0000000E+000, 2.2728979E+000, 1.8204191E-001, 6.0182870E-001, 1.9001883E-004, 1.1078551E-003, 1.7709254E-001, 2.3531913E+002, 2.1364097E+002, 2.4324861E+002, 2.2154206E+002, 1.8862494E+002, 1.5695722E+002
