,,s,s,s
   28600,2026-06-23T20:32:19.263+09:00, 0.936E-02, 228.44424, 0.15808E+05
   28700,2026-06-23T20:33:17.401+09:00, 0.815E-02, 229.38262, 0.15860E+05
   28800,2026-06-23T20:34:27.073+09:00, 0.858E-02, 230.19807, 0.15914E+05
   28900,2026-06-23T20:35:24.497+09:00, 0.943E-02, 231.12685, 0.15965E+05
   29000,2026-06-23T20:36:38.768+09:00, 0.957E-02, 232.06506, 0.16028E+05
   29100,2026-06-23T20:37:35.140+09:00, 0.817E-02, 233.01321, 0.16079E+05
   29200,2026-06-23T20:38:30.310+09:00, 0.899E-02, 233.90450, 0.16129E+05
   29300,2026-06-23T20:39:37.068+09:00, 0.886E-02, 234.78627, 0.16183E+05
   29400,2026-06-23T20:40:32.217+09:00, 0.851E-02, 235.64632, 0.16235E+05
   29500,2026-06-23T20:41:40.049+09:00, 0.814E-02, 236.46096, 0.16292E+05
   29600,2026-06-23T20:42:38.588+09:00, 0.883E-02, 237.26617, 0.16343E+05
   29700,2026-06-23T20:43:47.524+09:00, 0.846E-02, 238.18216, 0.16399E+05
   29800,2026-06-23T20:44:44.593+09:00, 0.730E-02, 239.00263, 0.16451E+05
   29900,2026-06-23T20:45:40.840+09:00, 0.842E-02, 239.85398, 0.16503E+05
   30000,2026-06-23T20:46:54.855+09:00, 0.829E-02, 240.75464, 0.16559E+05
   30100,2026-06-23T20:47:52.283+09:00, 0.788E-02, 241.60508, 0.16611E+05
   30200,2026-06-23T20:49:00.258+09:00, 0.849E-02, 242.48486, 0.16668E+05
   30300,2026-06-23T20:49:58.364+09:00, 0.824E-02, 243.33983, 0.16720E+05
   30400,2026-06-23T20:51:09.686+09:00, 0.881E-02, 244.16323, 0.16774E+05
   30500,2026-06-23T20:52:06.666+09:00, 0.721E-02, 245.06274, 0.16825E+05
   30600,2026-06-23T20:53:04.052+09:00, 0.873E-02, 245.88386, 0.16877E+05
   30700,2026-06-23T20:54:15.526+09:00, 0.818E-02, 246.76898, 0.16932E+05
   30800,2026-06-23T20:55:11.544+09:00, 0.778E-02, 247.63044, 0.16984E+05
   30900,2026-06-23T20:56:21.508+09:00, 0.896E-02, 248.50394, 0.17039E+05
   31000,2026-06-23T20:57:15.951+09:00, 0.919E-02, 249.35910, 0.17090E+05
   31100,2026-06-23T20:58:31.697+09:00, 0.940E-02, 250.26468, 0.17144E+05
   31200,2026-06-23T20:59:27.973+09:00, 0.868E-02, 251.16503, 0.17197E+05
   31300,2026-06-23T21:00:34.984+09:00, 0.787E-02, 252.06854, 0.17251E+05
   31400,2026-06-23T21:01:29.121+09:00, 0.806E-02, 252.99167, 0.17302E+05
   31500,2026-06-23T21:02:27.281+09:00, 0.831E-02, 253.84962, 0.17354E+05
   31600,2026-06-23T21:03:34.027+09:00, 0.903E-02, 254.71546, 0.17410E+05
   31700,2026-06-23T21:04:33.691+09:00, 0.694E-02, 255.51492, 0.17462E+05
   31800,2026-06-23T21:05:41.276+09:00, 0.880E-02, 256.35848, 0.17517E+05
   31900,2026-06-23T21:06:37.433+09:00, 0.851E-02, 257.17288, 0.17569E+05
   32000,2026-06-23T21:07:46.604+09:00, 0.922E-02, 258.01482, 0.17626E+05
   32100,2026-06-23T21:08:45.023+09:00, 0.104E-01, 258.96049, 0.17678E+05
   32200,2026-06-23T21:09:40.396+09:00, 0.796E-02, 259.78912, 0.17730E+05
   32300,2026-06-23T21:10:54.988+09:00, 0.910E-02, 260.60294, 0.17785E+05
   32400,2026-06-23T21:11:53.235+09:00, 0.806E-02, 261.52893, 0.17837E+05
   32500,2026-06-23T21:13:04.068+09:00, 0.859E-02, 262.41243, 0.17892E+05
   32600,2026-06-23T21:14:03.838+09:00, 0.841E-02, 263.26838, 0.17943E+05
   32700,2026-06-23T21:15:09.638+09:00, 0.828E-02, 264.11281, 0.17997E+05
   32800,2026-06-23T21:16:05.768+09:00, 0.944E-02, 265.02466, 0.18048E+05
   32900,2026-06-23T21:16:59.757+09:00, 0.777E-02, 265.90830, 0.18099E+05
   33000,2026-06-23T21:18:08.890+09:00, 0.877E-02, 266.82725, 0.18154E+05
   33100,2026-06-23T21:19:02.099+09:00, 0.943E-02, 267.69569, 0.18204E+05
   33200,2026-06-23T21:20:11.641+09:00, 0.958E-02, 268.59806, 0.18258E+05
   33300,2026-06-23T21:21:05.662+09:00, 0.846E-02, 269.54303, 0.18310E+05
   33400,2026-06-23T21:22:23.211+09:00, 0.931E-02, 270.45508, 0.18368E+05
   33500,2026-06-23T21:23:18.028+09:00, 0.896E-02, 271.32735, 0.18419E+05
