C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m3
 1.6766853E+002, 1.6562036E+002, 1.6405498E+002, 1.6155509E+002, 1.6088862E+002, 1.6022661E+002, 1.6005830E+002, 1.6051148E+002, 1.6023812E+002, 1.6041112E+002, 1.6149013E+002, 1.6242410E+002, 1.6230714E+002, 1.6585303E+002, 1.7180557E+002,NaN,NaN
 1.6904580E+002, 1.6709457E+002, 1.6589069E+002, 1.6367881E+002, 1.6285103E+002, 1.6224202E+002, 1.6223843E+002, 1.6271412E+002, 1.6263489E+002, 1.6321443E+002, 1.6440438E+002, 1.6608485E+002, 1.6622875E+002, 1.7107799E+002, 1.7979593E+002,NaN,NaN
 1.7052148E+002, 1.6868726E+002, 1.6771727E+002, 1.6569719E+002, 1.6482296E+002, 1.6417794E+002, 1.6434835E+002, 1.6482671E+002, 1.6490481E+002, 1.6573160E+002, 1.6694092E+002, 1.6962534E+002, 1.7053261E+002, 1.7706188E+002, 1.8759777E+002,NaN,NaN
 1.7321081E+002, 1.7169002E+002, 1.7074461E+002, 1.6914777E+002, 1.6854347E+002, 1.6787561E+002, 1.6796800E+002, 1.6849820E+002, 1.6884012E+002, 1.6981259E+002, 1.7081480E+002, 1.7578443E+002, 1.8014581E+002, 1.8864202E+002, 1.9780951E+002,NaN,NaN
 1.7445848E+002, 1.7304998E+002, 1.7221237E+002, 1.7103707E+002, 1.7050038E+002, 1.6980307E+002, 1.6971679E+002, 1.7021922E+002, 1.7066257E+002, 1.7170071E+002, 1.7258732E+002, 1.7852631E+002, 1.8439273E+002, 1.9290824E+002, 2.0176510E+002,NaN,NaN
 1.7571855E+002, 1.7422739E+002, 1.7334391E+002, 1.7254945E+002, 1.7204713E+002, 1.7150714E+002, 1.7154844E+002, 1.7204167E+002, 1.7257210E+002, 1.7356315E+002, 1.7458096E+002, 1.8120495E+002, 1.8760645E+002, 1.9576115E+002, 2.0372582E+002,NaN,NaN
 1.7806260E+002, 1.7704580E+002, 1.7630065E+002, 1.7536655E+002, 1.7531945E+002, 1.7534536E+002, 1.7556976E+002, 1.7595566E+002, 1.7646800E+002, 1.7810898E+002, 1.7960492E+002, 1.8631543E+002, 1.9208807E+002, 1.9903452E+002, 2.0573699E+002,NaN,NaN
 1.7974090E+002, 1.7880528E+002, 1.7812948E+002, 1.7708461E+002, 1.7708330E+002, 1.7734068E+002, 1.7765438E+002, 1.7809008E+002, 1.7859096E+002, 1.8038049E+002, 1.8199957E+002, 1.8877165E+002, 1.9390421E+002, 2.0036239E+002, 2.0661928E+002,NaN,NaN
 1.8225639E+002, 1.8128692E+002, 1.8062306E+002, 1.7964500E+002, 1.7954595E+002, 1.7975286E+002, 1.8024669E+002, 1.8065417E+002, 1.8124749E+002, 1.8309981E+002, 1.8469028E+002, 1.9134931E+002, 1.9591703E+002, 2.0190531E+002, 2.0743763E+002,NaN,NaN
 1.9105418E+002, 1.8997698E+002, 1.8943793E+002, 1.8842241E+002, 1.8796861E+002, 1.8757920E+002, 1.8725380E+002, 1.8745554E+002, 1.8812086E+002, 1.9008924E+002, 1.9112909E+002, 1.9567378E+002, 1.9988511E+002, 2.0480610E+002, 2.0877830E+002,NaN,NaN
 1.9848788E+002, 1.9717471E+002, 1.9620679E+002, 1.9473029E+002, 1.9402065E+002, 1.9349816E+002, 1.9259524E+002, 1.9238231E+002, 1.9254605E+002, 1.9403582E+002, 1.9495055E+002, 1.9866450E+002, 2.0229153E+002, 2.0642370E+002, 2.0927825E+002,NaN,NaN
 2.0695014E+002, 2.0552579E+002, 2.0444282E+002, 2.0302827E+002, 2.0240818E+002, 2.0180047E+002, 2.0058655E+002, 1.9987424E+002, 1.9926330E+002, 1.9944173E+002, 2.0007588E+002, 2.0273976E+002, 2.0539389E+002, 2.0866416E+002, 2.0957116E+002,NaN,NaN
 2.2817359E+002, 2.2666211E+002, 2.2527724E+002, 2.2277513E+002, 2.2172251E+002, 2.2073873E+002, 2.1885704E+002, 2.1791166E+002, 2.1697786E+002, 2.1519682E+002, 2.1446753E+002, 2.1359807E+002, 2.1350884E+002, 2.1350683E+002, 2.0931595E+002,NaN,NaN
 2.3819029E+002, 2.3640189E+002, 2.3467111E+002, 2.3125172E+002, 2.2958605E+002, 2.2799451E+002, 2.2504691E+002, 2.2367244E+002, 2.2235111E+002, 2.1967770E+002, 2.1839454E+002, 2.1603631E+002, 2.1488685E+002, 2.1361840E+002, 2.0863470E+002,NaN,NaN
